Solyc00g500017.1,0
Solyc00g500018.1,0
Solyc00g500019.1,0
Solyc00g500020.1,2
Solyc00g500021.1,2
Solyc00g500022.1,6
Solyc00g500023.1,175
Solyc00g500024.1,12
Solyc00g500025.1,1
Solyc00g500026.1,0
Solyc00g500027.1,70
Solyc00g500028.1,85
Solyc00g500029.1,2
Solyc00g500030.1,1
Solyc00g500031.1,6
Solyc00g500032.1,1
Solyc00g500033.1,1
Solyc00g500034.1,44
Solyc00g500035.1,5
Solyc00g500036.1,10
Solyc00g500037.1,3
Solyc00g500038.1,0
Solyc00g500039.1,222
Solyc00g500040.1,4
Solyc00g500041.1,3
Solyc00g500042.1,2
Solyc00g500043.1,0
Solyc00g500044.1,42
Solyc00g500045.1,0
Solyc00g500046.1,2
Solyc00g500047.1,825
Solyc00g500048.1,1
Solyc00g500049.1,0
Solyc00g500050.1,1
Solyc00g500051.1,0
Solyc00g500052.1,0
Solyc00g500053.1,0
Solyc00g500054.1,13
Solyc00g500055.1,0
Solyc00g500056.1,6
Solyc00g500057.1,13
Solyc00g500058.1,1
Solyc00g500059.1,0
Solyc00g500060.1,2
Solyc00g500061.1,21
Solyc00g500062.1,2209
Solyc00g500063.1,126353
Solyc00g500064.1,0
Solyc00g500065.1,1417
Solyc00g500066.1,238
Solyc00g500067.1,6
Solyc00g500068.1,17
Solyc00g500069.1,10
Solyc00g500070.1,7
Solyc00g500071.1,17
Solyc00g500072.1,1
Solyc00g500073.1,6
Solyc00g500074.1,16
Solyc00g500075.1,3
Solyc00g500076.1,3
Solyc00g500077.1,0
Solyc00g500078.1,12
Solyc00g500079.1,1
Solyc00g500080.1,118
Solyc00g500081.1,2
Solyc00g500082.1,1
Solyc00g500083.1,349
Solyc00g500084.1,4
Solyc00g500085.1,1
Solyc00g500086.1,3
Solyc00g500087.1,0
Solyc00g500088.1,0
Solyc00g500089.1,0
Solyc00g500090.1,0
Solyc00g500091.1,0
Solyc00g500092.1,0
Solyc00g500093.1,0
Solyc00g500094.1,0
Solyc00g500095.1,0
Solyc00g500096.1,0
Solyc00g500097.1,0
Solyc00g500098.1,0
Solyc00g500099.1,1
Solyc00g500100.1,0
Solyc00g500101.1,0
Solyc00g500102.1,0
Solyc00g500103.1,5
Solyc00g500104.1,0
Solyc00g500105.1,0
Solyc00g500106.1,0
Solyc00g500107.1,0
Solyc00g500108.1,4
Solyc00g500109.1,0
Solyc00g500110.1,0
Solyc00g500111.1,0
Solyc00g500112.1,10
Solyc00g500113.1,0
Solyc00g500114.1,0
Solyc00g500115.1,2
Solyc00g500116.1,1
Solyc00g500117.1,0
Solyc00g500118.1,0
Solyc00g500119.1,0
Solyc00g500120.1,0
Solyc00g500121.1,0
Solyc00g500122.1,0
Solyc00g500123.1,0
Solyc00g500124.1,0
Solyc00g500125.1,1
Solyc00g500126.1,0
Solyc00g500127.1,0
Solyc00g500128.1,0
Solyc00g500129.1,10
Solyc00g500130.1,1
Solyc00g500131.1,2
Solyc00g500132.1,0
Solyc00g500133.1,0
Solyc00g500134.1,1
Solyc00g500135.1,0
Solyc00g500136.1,10
Solyc00g500137.1,0
Solyc00g500138.1,0
Solyc00g500139.1,2
Solyc00g500140.1,74
Solyc00g500141.1,5
Solyc00g500142.1,0
Solyc00g500143.1,105
Solyc00g500144.1,9
Solyc00g500145.1,4
Solyc00g500146.1,0
Solyc00g500147.1,1
Solyc00g500148.1,0
Solyc00g500149.1,0
Solyc00g500150.1,4
Solyc00g500151.1,1
Solyc00g500152.1,7
Solyc00g500153.1,4
Solyc00g500154.1,4
Solyc00g500155.1,1
Solyc00g500156.1,1
Solyc00g500157.1,5
Solyc00g500158.1,0
Solyc00g500159.1,0
Solyc00g500160.1,0
Solyc00g500161.1,0
Solyc00g500162.1,0
Solyc00g500163.1,0
Solyc00g500164.1,0
Solyc00g500165.1,0
Solyc00g500166.1,0
Solyc00g500167.1,0
Solyc00g500168.1,3
Solyc00g500169.1,0
Solyc00g500170.1,1
Solyc00g500171.1,0
Solyc00g500172.1,0
Solyc00g500173.1,0
Solyc00g500174.1,0
Solyc00g500175.1,0
Solyc00g500176.1,0
Solyc00g500177.1,0
Solyc00g500178.1,0
Solyc00g500179.1,0
Solyc00g500180.1,0
Solyc00g500181.1,0
Solyc00g500182.1,0
Solyc00g500183.1,13
Solyc00g500184.1,34
Solyc00g500185.1,25
Solyc00g500186.1,0
Solyc00g500187.1,1
Solyc00g500188.1,2
Solyc00g500189.1,2
Solyc00g500190.1,5
Solyc00g500191.1,1
Solyc00g500192.1,0
Solyc00g500193.1,115
Solyc00g500194.1,2
Solyc00g500195.1,5
Solyc00g500196.1,87
Solyc00g500197.1,0
Solyc00g500198.1,0
Solyc00g500199.1,2
Solyc00g500200.1,1
Solyc00g500201.1,0
Solyc00g500202.1,0
Solyc00g500203.1,0
Solyc00g500204.1,0
Solyc00g500205.1,0
Solyc00g500206.1,31
Solyc00g500207.1,0
Solyc00g500208.1,0
Solyc00g500209.1,1
Solyc00g500210.1,0
Solyc00g500211.1,0
Solyc00g500212.1,0
Solyc00g500213.1,0
Solyc00g500214.1,0
Solyc00g500215.1,0
Solyc00g500216.1,2
Solyc00g500217.1,0
Solyc00g500218.1,0
Solyc00g500219.1,0
Solyc00g500220.1,0
Solyc00g500221.1,0
Solyc00g500222.1,0
Solyc00g500223.1,0
Solyc00g500224.1,2
Solyc00g500225.1,0
Solyc00g500226.1,0
Solyc00g500227.1,0
Solyc00g500228.1,32
Solyc00g500229.1,0
Solyc00g500230.1,0
Solyc00g500231.1,0
Solyc00g500232.1,0
Solyc00g500233.1,0
Solyc00g500234.1,0
Solyc00g500235.1,0
Solyc00g500236.1,0
Solyc00g500237.1,0
Solyc00g500238.1,2
Solyc00g500239.1,0
Solyc00g500240.1,0
Solyc00g500241.1,4
Solyc00g500242.1,10
Solyc00g500243.1,8
Solyc00g500244.1,6
Solyc00g500245.1,34
Solyc00g500246.1,0
Solyc00g500247.1,0
Solyc00g500248.1,0
Solyc00g500249.1,6
Solyc00g500250.1,14
Solyc00g500251.1,0
Solyc00g500252.1,0
Solyc00g500253.1,0
Solyc00g500254.1,0
Solyc00g500255.1,0
Solyc00g500256.1,18
Solyc00g500257.1,0
Solyc00g500258.1,0
Solyc00g500259.1,0
Solyc00g500260.1,0
Solyc00g500261.1,0
Solyc00g500262.1,0
Solyc00g500263.1,0
Solyc00g500264.1,0
Solyc00g500265.1,0
Solyc00g500266.1,0
Solyc00g500267.1,0
Solyc00g500268.1,0
Solyc00g500269.1,0
Solyc00g500270.1,0
Solyc00g500271.1,0
Solyc00g500272.1,0
Solyc00g500273.1,2
Solyc00g500274.1,0
Solyc00g500275.1,0
Solyc00g500276.1,0
Solyc00g500277.1,0
Solyc00g500278.1,0
Solyc00g500279.1,2
Solyc00g500280.1,1
Solyc00g500281.1,0
Solyc00g500282.1,0
Solyc00g500283.1,0
Solyc00g500284.1,0
Solyc00g500285.1,0
Solyc00g500286.1,0
Solyc00g500287.1,0
Solyc00g500288.1,0
Solyc00g500289.1,0
Solyc00g500290.1,23
Solyc00g500291.1,2
Solyc00g500292.1,7
Solyc00g500293.1,11
Solyc00g500294.1,72
Solyc00g500295.1,34
Solyc00g500296.1,312
Solyc00g500297.1,6
Solyc00g500298.1,0
Solyc00g500299.1,0
Solyc00g500300.1,0
Solyc00g500301.1,15
Solyc00g500302.1,6
Solyc00g500303.1,0
Solyc00g500304.1,0
Solyc00g500305.1,0
Solyc00g500306.1,0
Solyc00g500307.1,0
Solyc00g500308.1,0
Solyc00g500309.1,2
Solyc00g500310.1,0
Solyc00g500311.1,0
Solyc00g500312.1,0
Solyc00g500313.1,0
Solyc00g500314.1,0
Solyc00g500315.1,0
Solyc00g500316.1,0
Solyc00g500317.1,0
Solyc00g500318.1,1
Solyc00g500319.1,1
Solyc00g500320.1,16
Solyc00g500321.1,1
Solyc00g500322.1,7
Solyc00g500323.1,9
Solyc00g500324.1,0
Solyc00g500325.1,28
Solyc00g500326.1,0
Solyc00g500327.1,0
Solyc00g500328.1,0
Solyc00g500329.1,3405
Solyc00g500330.1,2
Solyc00g500331.1,1
Solyc00g500332.1,6
Solyc00g500333.1,10
Solyc00g500334.1,0
Solyc00g500335.1,1
Solyc00g500336.1,0
Solyc00g500337.1,0
Solyc00g500338.1,0
Solyc00g500339.1,1
Solyc00g500340.1,0
Solyc00g500341.1,0
Solyc00g500342.1,0
Solyc00g500343.1,0
Solyc00g500344.1,4
Solyc00g500345.1,0
Solyc00g500346.1,0
Solyc00g500347.1,0
Solyc00g500348.1,0
Solyc00g500349.1,0
Solyc00g500350.1,0
Solyc00g500351.1,0
Solyc00g500352.1,0
Solyc00g500353.1,0
Solyc00g500354.1,0
Solyc00g500355.1,0
Solyc00g500356.1,0
Solyc00g500357.1,0
Solyc00g500358.1,0
Solyc00g500359.1,3
Solyc00g500360.1,0
Solyc00g500361.1,10
Solyc00g500362.1,2
Solyc00g500363.1,0
Solyc00g500364.1,0
Solyc00g500365.1,0
Solyc00g500366.1,0
Solyc00g500367.1,0
Solyc00g500368.1,0
Solyc00g500369.1,0
Solyc00g500370.1,0
Solyc00g500371.1,0
Solyc00g500372.1,0
Solyc00g500373.1,2
Solyc00g500374.1,0
Solyc00g500375.1,0
Solyc00g500376.1,0
Solyc00g500377.1,0
Solyc00g500378.1,0
Solyc00g500379.1,0
Solyc00g500380.1,0
Solyc00g500381.1,0
Solyc00g500382.1,0
Solyc00g500383.1,0
Solyc00g500384.1,0
Solyc00g500385.1,0
Solyc00g500386.1,0
Solyc00g500387.1,0
Solyc00g500388.1,0
Solyc00g500389.1,0
Solyc00g500390.1,0
Solyc00g500391.1,0
Solyc00g500392.1,0
Solyc00g500393.1,0
Solyc00g500394.1,0
Solyc00g500395.1,0
Solyc00g500396.1,0
Solyc00g500397.1,0
Solyc00g500398.1,0
Solyc00g500399.1,0
Solyc00g500400.1,0
Solyc00g500401.1,0
Solyc00g500402.1,0
Solyc00g500403.1,0
Solyc00g500404.1,0
Solyc00g500405.1,1
Solyc00g500406.1,2
Solyc00g500407.1,0
Solyc00g500408.1,0
Solyc00g500409.1,0
Solyc01g004000.1,0
Solyc01g004002.1,0
Solyc01g004004.1,0
Solyc01g004006.1,0
Solyc01g004008.1,0
Solyc01g005000.3,268
Solyc01g005010.4,164
Solyc01g005020.3,189
Solyc01g005030.4,153
Solyc01g005040.3,33
Solyc01g005050.4,0
Solyc01g005060.3,30
Solyc01g005070.3,1
Solyc01g005080.3,200
Solyc01g005090.3,0
Solyc01g005100.4,80
Solyc01g005110.3,59
Solyc01g005120.3,177
Solyc01g005130.2,121
Solyc01g005140.3,0
Solyc01g005150.3,32
Solyc01g005160.4,26
Solyc01g005180.1,1
Solyc01g005210.4,541
Solyc01g005220.3,190
Solyc01g005230.4,25
Solyc01g005240.4,410
Solyc01g005250.4,398
Solyc01g005253.1,38
Solyc01g005257.1,96
Solyc01g005280.3,39
Solyc01g005290.4,20
Solyc01g005300.4,22
Solyc01g005310.3,0
Solyc01g005320.2,0
Solyc01g005330.3,635
Solyc01g005340.3,88
Solyc01g005350.4,8
Solyc01g005360.4,0
Solyc01g005370.3,12
Solyc01g005380.3,91
Solyc01g005390.3,48
Solyc01g005400.3,140
Solyc01g005410.4,379
Solyc01g005420.2,317
Solyc01g005430.3,197
Solyc01g005440.4,1540
Solyc01g005450.3,207
Solyc01g005460.4,69
Solyc01g005470.3,373
Solyc01g005480.3,65
Solyc01g005490.3,194
Solyc01g005500.3,3
Solyc01g005510.3,0
Solyc01g005520.4,4117
Solyc01g005530.3,64
Solyc01g005540.4,312
Solyc01g005550.3,819
Solyc01g005560.3,1799
Solyc01g005570.4,225
Solyc01g005580.2,508
Solyc01g005590.2,1098
Solyc01g005600.4,344
Solyc01g005610.4,0
Solyc01g005620.3,4043
Solyc01g005630.3,0
Solyc01g005640.4,92
Solyc01g005650.3,0
Solyc01g005660.3,0
Solyc01g005670.3,31
Solyc01g005680.4,151
Solyc01g005690.3,332
Solyc01g005700.3,54
Solyc01g005710.2,62
Solyc01g005720.3,243
Solyc01g005730.3,187
Solyc01g005740.3,1
Solyc01g005750.1,0
Solyc01g005760.3,205
Solyc01g005770.3,0
Solyc01g005780.1,6
Solyc01g005783.1,4
Solyc01g005787.1,9
Solyc01g005790.1,14
Solyc01g005800.3,4
Solyc01g005810.3,322
Solyc01g005820.4,660
Solyc01g005830.4,146
Solyc01g005840.3,95
Solyc01g005850.2,5
Solyc01g005860.2,0
Solyc01g005870.3,850
Solyc01g005880.1,7
Solyc01g005890.1,0
Solyc01g005900.2,16
Solyc01g005910.3,315
Solyc01g005920.3,71
Solyc01g005930.3,126
Solyc01g005940.4,0
Solyc01g005950.4,311
Solyc01g005960.3,295
Solyc01g005970.3,41
Solyc01g005980.4,162
Solyc01g005985.1,963
Solyc01g006000.3,67
Solyc01g006010.3,67
Solyc01g006020.4,104
Solyc01g006040.3,168
Solyc01g006050.2,1
Solyc01g006055.1,1
Solyc01g006080.2,0
Solyc01g006090.3,15
Solyc01g006100.4,39
Solyc01g006110.3,438
Solyc01g006120.4,882
Solyc01g006130.4,635
Solyc01g006140.4,52
Solyc01g006150.3,169
Solyc01g006160.3,722
Solyc01g006170.4,74
Solyc01g006180.4,16
Solyc01g006190.3,412
Solyc01g006200.3,47
Solyc01g006210.4,14
Solyc01g006220.3,42
Solyc01g006230.3,345
Solyc01g006240.3,55
Solyc01g006250.2,10
Solyc01g006260.4,32
Solyc01g006270.2,0
Solyc01g006280.3,1234
Solyc01g006290.4,426
Solyc01g006300.3,706
Solyc01g006310.3,0
Solyc01g006320.4,170
Solyc01g006330.4,719
Solyc01g006340.3,43
Solyc01g006350.4,283
Solyc01g006360.4,62
Solyc01g006370.3,186
Solyc01g006380.2,40
Solyc01g006390.2,0
Solyc01g006400.4,7619
Solyc01g006410.4,0
Solyc01g006420.3,0
Solyc01g006430.3,2709
Solyc01g006440.2,1
Solyc01g006450.4,155
Solyc01g006460.3,0
Solyc01g006480.3,33
Solyc01g006490.4,80
Solyc01g006500.4,103
Solyc01g006510.3,929
Solyc01g006520.3,105
Solyc01g006530.1,0
Solyc01g006540.4,283
Solyc01g006550.3,25
Solyc01g006555.1,848
Solyc01g006580.4,49
Solyc01g006585.1,6
Solyc01g006590.3,0
Solyc01g006600.3,0
Solyc01g006610.2,0
Solyc01g006620.3,0
Solyc01g006630.3,95
Solyc01g006640.1,0
Solyc01g006650.2,34
Solyc01g006660.3,9
Solyc01g006670.2,5
Solyc01g006680.4,12
Solyc01g006690.4,244
Solyc01g006700.3,117
Solyc01g006710.4,87
Solyc01g006720.4,1002
Solyc01g006730.4,0
Solyc01g006740.4,19
Solyc01g006750.2,0
Solyc01g006760.3,0
Solyc01g006770.2,0
Solyc01g006780.4,16
Solyc01g006790.3,50
Solyc01g006800.4,410
Solyc01g006810.4,89
Solyc01g006820.2,1016
Solyc01g006830.3,333
Solyc01g006840.3,1
Solyc01g006845.1,0
Solyc01g006850.1,2
Solyc01g006860.3,56
Solyc01g006870.4,183
Solyc01g006880.4,194
Solyc01g006890.3,140
Solyc01g006900.3,1000
Solyc01g006910.4,8
Solyc01g006920.4,3
Solyc01g006930.3,23
Solyc01g006940.4,858
Solyc01g006950.3,457
Solyc01g006960.3,168
Solyc01g006970.4,158
Solyc01g006980.4,392
Solyc01g006990.4,256
Solyc01g007000.4,284
Solyc01g007010.2,293
Solyc01g007020.4,558
Solyc01g007030.3,388
Solyc01g007040.4,501
Solyc01g007050.3,1
Solyc01g007060.3,76
Solyc01g007070.3,526
Solyc01g007080.3,7
Solyc01g007090.1,0
Solyc01g007100.3,1159
Solyc01g007110.3,1037
Solyc01g007120.3,131
Solyc01g007130.3,74
Solyc01g007140.3,24
Solyc01g007150.3,444
Solyc01g007160.4,3
Solyc01g007170.4,2
Solyc01g007180.3,18
Solyc01g007190.3,96
Solyc01g007200.2,0
Solyc01g007210.3,0
Solyc01g007220.4,738
Solyc01g007230.4,113
Solyc01g007240.3,0
Solyc01g007250.4,81
Solyc01g007260.3,24
Solyc01g007263.1,0
Solyc01g007267.1,16
Solyc01g007740.4,394
Solyc01g007750.3,133
Solyc01g007760.3,113
Solyc01g007770.2,260
Solyc01g007780.4,45
Solyc01g007790.4,39
Solyc01g007800.3,18
Solyc01g007810.1,161
Solyc01g007830.2,0
Solyc01g007840.3,41
Solyc01g007850.2,37
Solyc01g007860.3,820
Solyc01g007870.3,10
Solyc01g007880.4,159
Solyc01g007890.3,319
Solyc01g007900.4,183
Solyc01g007910.3,284
Solyc01g007920.2,123
Solyc01g007930.4,152
Solyc01g007940.4,0
Solyc01g007950.4,200
Solyc01g007960.3,0
Solyc01g007970.2,6
Solyc01g007980.4,246
Solyc01g007990.4,247
Solyc01g008000.3,1585
Solyc01g008010.3,359
Solyc01g008020.4,172
Solyc01g008040.1,0
Solyc01g008050.4,0
Solyc01g008060.3,235
Solyc01g008070.3,240
Solyc01g008080.3,1024
Solyc01g008090.4,563
Solyc01g008100.3,249
Solyc01g008110.4,3454
Solyc01g008120.4,405
Solyc01g008130.4,32
Solyc01g008140.4,272
Solyc01g008150.1,15
Solyc01g008160.4,74
Solyc01g008170.3,250
Solyc01g008180.3,115
Solyc01g008190.4,8
Solyc01g008200.3,13
Solyc01g008220.3,61
Solyc01g008230.4,327
Solyc01g008240.4,0
Solyc01g008250.3,1285
Solyc01g008260.4,60
Solyc01g008270.3,93
Solyc01g008280.4,119
Solyc01g008290.3,47
Solyc01g008300.2,8
Solyc01g008310.4,514
Solyc01g008320.3,148
Solyc01g008330.4,575
Solyc01g008340.3,23
Solyc01g008360.3,302
Solyc01g008370.3,712
Solyc01g008390.3,1
Solyc01g008400.3,1
Solyc01g008410.3,0
Solyc01g008420.3,3
Solyc01g008425.1,0
Solyc01g008440.3,163
Solyc01g008450.1,10
Solyc01g008460.3,57
Solyc01g008470.3,46
Solyc01g008473.1,0
Solyc01g008475.1,0
Solyc01g008477.1,0
Solyc01g008479.1,0
Solyc01g008480.4,65
Solyc01g008490.4,73
Solyc01g008500.4,10
Solyc01g008510.3,20
Solyc01g008520.3,24
Solyc01g008530.3,203
Solyc01g008540.4,0
Solyc01g008550.4,716
Solyc01g008560.3,629
Solyc01g008570.1,0
Solyc01g008580.1,0
Solyc01g008590.1,0
Solyc01g008600.4,32
Solyc01g008610.4,0
Solyc01g008620.4,224
Solyc01g008640.4,0
Solyc01g008650.3,0
Solyc01g008660.4,19
Solyc01g008670.4,63
Solyc01g008680.4,1
Solyc01g008690.3,5
Solyc01g008700.4,89
Solyc01g008710.5.1,0
Solyc01g008720.2,0
Solyc01g008730.3,65
Solyc01g008740.2,0
Solyc01g008760.4,36
Solyc01g008770.3,493
Solyc01g008780.3,572
Solyc01g008790.4,107
Solyc01g008800.3,87
Solyc01g008810.3,150
Solyc01g008820.3,266
Solyc01g008830.2,132
Solyc01g008840.3,329
Solyc01g008850.3,2681
Solyc01g008860.1,0
Solyc01g008870.1,0
Solyc01g008880.3,0
Solyc01g008890.4,156
Solyc01g008900.4,55
Solyc01g008910.2,31
Solyc01g008920.4,654
Solyc01g008930.4,187
Solyc01g008940.2,0
Solyc01g008950.4,871
Solyc01g008960.3,1461
Solyc01g008970.4,2008
Solyc01g008980.3,38
Solyc01g008990.4,76
Solyc01g009000.3,108
Solyc01g009010.3,294
Solyc01g009020.4,314
Solyc01g009030.4,88
Solyc01g009040.4,25
Solyc01g009050.3,199
Solyc01g009060.3,173
Solyc01g009070.3,54
Solyc01g009080.4,1557
Solyc01g009090.3,419
Solyc01g009100.4,564
Solyc01g009120.3,233
Solyc01g009140.1,0
Solyc01g009145.1,21
Solyc01g009160.2,259
Solyc01g009165.1,0
Solyc01g009170.4,559
Solyc01g009180.4,213
Solyc01g009190.3,1
Solyc01g009200.4,38
Solyc01g009210.2,0
Solyc01g009220.3,38
Solyc01g009230.4,214
Solyc01g009240.4,9
Solyc01g009245.1,178
Solyc01g009250.3,9
Solyc01g009260.1,2
Solyc01g009270.1,1
Solyc01g009280.4,239
Solyc01g009290.4,128
Solyc01g009300.3,137
Solyc01g009305.1,0
Solyc01g009310.3,401
Solyc01g009320.2,0
Solyc01g009330.1,0
Solyc01g009340.4,26
Solyc01g009350.2,0
Solyc01g009360.1,0
Solyc01g009370.2,0
Solyc01g009380.3,77
Solyc01g009390.4,59
Solyc01g009400.3,0
Solyc01g009410.3,0
Solyc01g009420.4,949
Solyc01g009430.3,682
Solyc01g009440.3,0
Solyc01g009443.1,155
Solyc01g009447.1,156
Solyc01g009470.2,0
Solyc01g009480.4,1
Solyc01g009490.1,0
Solyc01g009500.4,172
Solyc01g009505.1,0
Solyc01g009510.2,0
Solyc01g009520.4,866
Solyc01g009530.1,0
Solyc01g009540.1,0
Solyc01g009550.1,0
Solyc01g009560.2,0
Solyc01g009565.1,261
Solyc01g009580.2,0
Solyc01g009590.3,0
Solyc01g009600.4,0
Solyc01g009610.3,116
Solyc01g009620.3,54
Solyc01g009630.3,189
Solyc01g009640.3,0
Solyc01g009650.1,0
Solyc01g009660.3,0
Solyc01g009670.4,98
Solyc01g009690.3,23
Solyc01g009700.3,36
Solyc01g009705.1,1
Solyc01g009710.1,3
Solyc01g009720.2,5
Solyc01g009730.3,0
Solyc01g009735.1,0
Solyc01g009740.3,0
Solyc01g009750.3,428
Solyc01g009760.3,42
Solyc01g009770.3,23
Solyc01g009780.3,298
Solyc01g009790.1,0
Solyc01g009795.1,0
Solyc01g009810.3,12
Solyc01g009820.4,324
Solyc01g009830.3,0
Solyc01g009840.3,0
Solyc01g009850.4,175
Solyc01g009860.3,1067
Solyc01g009870.3,12
Solyc01g009880.2,0
Solyc01g009890.1,0
Solyc01g009900.3,0
Solyc01g009910.1,0
Solyc01g009920.3,0
Solyc01g009930.3,20
Solyc01g009940.1,0
Solyc01g009960.4,0
Solyc01g009970.3,245
Solyc01g009975.1,0
Solyc01g009980.1,0
Solyc01g009990.3,2336
Solyc01g010000.3,207
Solyc01g010020.3,164
Solyc01g010030.3,151
Solyc01g010050.3,461
Solyc01g010060.2,176
Solyc01g010063.1,0
Solyc01g010065.1,0
Solyc01g010067.1,0
Solyc01g010080.3,0
Solyc01g010130.4,117
Solyc01g010140.1,0
Solyc01g010150.3,63
Solyc01g010160.3,0
Solyc01g010170.2,0
Solyc01g010175.1,0
Solyc01g010180.3,388
Solyc01g010185.1,92
Solyc01g010210.1,0
Solyc01g010215.1,76
Solyc01g010220.3,78
Solyc01g010230.2,85
Solyc01g010240.3,0
Solyc01g010250.4,89
Solyc01g010260.3,0
Solyc01g010270.3,146
Solyc01g010280.3,0
Solyc01g010290.4,81
Solyc01g010310.4,32
Solyc01g010350.4,0
Solyc01g010360.3,0
Solyc01g010365.1,1
Solyc01g010370.3,38
Solyc01g010390.3,178
Solyc01g010400.1,0
Solyc01g010405.1,2
Solyc01g010410.3,0
Solyc01g010415.1,0
Solyc01g010420.3,0
Solyc01g010430.4,477
Solyc01g010440.4,387
Solyc01g010460.4,62
Solyc01g010470.2,34
Solyc01g010480.3,469
Solyc01g010490.4,0
Solyc01g010500.3,0
Solyc01g010510.4,2
Solyc01g010520.3,124
Solyc01g010530.1,0
Solyc01g010540.3,274
Solyc01g010550.1,0
Solyc01g010570.4,86
Solyc01g010580.3,589
Solyc01g010590.2,56
Solyc01g010600.4,4
Solyc01g010640.3,953
Solyc01g010650.3,154
Solyc01g010660.3,567
Solyc01g010670.3,0
Solyc01g010690.1,1
Solyc01g010700.3,142
Solyc01g010705.1,0
Solyc01g010710.4,35
Solyc01g010720.4,0
Solyc01g010740.4,0
Solyc01g010750.4,1266
Solyc01g010755.1,0
Solyc01g010760.3,705
Solyc01g010780.4,256
Solyc01g010785.1,0
Solyc01g010810.4,58
Solyc01g010820.3,236
Solyc01g010830.4,96
Solyc01g010840.1,0
Solyc01g010860.3,92
Solyc01g010870.3,326
Solyc01g010880.3,166
Solyc01g010890.4,0
Solyc01g010900.3,0
Solyc01g010910.2,8
Solyc01g010920.2,6
Solyc01g010930.4,13
Solyc01g010940.3,235
Solyc01g010950.3,164
Solyc01g010960.3,0
Solyc01g010970.3,2
Solyc01g010990.2,59
Solyc01g011000.3,1258
Solyc01g011005.1,0
Solyc01g011020.2,0
Solyc01g011030.3,75
Solyc01g011040.3,368
Solyc01g011050.3,0
Solyc01g011060.1,0
Solyc01g011070.1,0
Solyc01g011080.3,12
Solyc01g011090.4,40
Solyc01g011100.2,188
Solyc01g011105.1,18
Solyc01g011110.1,0
Solyc01g011113.1,0
Solyc01g011115.1,0
Solyc01g011117.1,0
Solyc01g011170.1,0
Solyc01g011180.1,0
